datetime,price,volume
2024-08-19 09:30:00,4576.6,32
2024-08-19 09:31:00,4573.8,33
2024-08-19 09:32:00,4572.4,28
2024-08-19 09:33:00,4581.2,34
2024-08-19 09:34:00,4597.2,44
2024-08-19 09:35:00,4593.0,50
2024-08-19 09:36:00,4602.2,63
2024-08-19 09:37:00,4619.4,35
2024-08-19 09:38:00,4623.2,29
2024-08-19 09:39:00,4621.4,25
2024-08-19 09:40:00,4612.6,41
2024-08-19 09:41:00,4617.2,22
2024-08-19 09:42:00,4608.2,17
2024-08-19 09:43:00,4606.4,22
2024-08-19 09:44:00,4607.2,6
2024-08-19 09:45:00,4608.8,11
2024-08-19 09:46:00,4610.0,12
2024-08-19 09:47:00,4611.2,9
2024-08-19 09:48:00,4610.4,19
2024-08-19 09:49:00,4611.6,16
2024-08-19 09:50:00,4614.4,16
2024-08-19 09:51:00,4608.8,16
2024-08-19 09:52:00,4610.0,3
2024-08-19 09:53:00,4608.4,11
2024-08-19 09:54:00,4630.0,16
2024-08-19 09:55:00,4634.2,18
2024-08-19 09:56:00,4636.8,18
2024-08-19 09:57:00,4632.0,30
2024-08-19 09:58:00,4628.6,27
2024-08-19 09:59:00,4645.8,7
2024-08-19 10:00:00,4640.6,38
2024-08-19 10:01:00,4637.0,16
2024-08-19 10:02:00,4635.4,9
2024-08-19 10:03:00,4633.2,12
2024-08-19 10:04:00,4630.8,10
2024-08-19 10:05:00,4624.0,11
2024-08-19 10:06:00,4627.4,16
2024-08-19 10:07:00,4623.4,8
2024-08-19 10:08:00,4626.8,10
2024-08-19 10:09:00,4626.8,0
2024-08-19 10:10:00,4622.2,16
2024-08-19 10:11:00,4619.4,11
2024-08-19 10:12:00,4626.2,5
2024-08-19 10:13:00,4620.4,7
2024-08-19 10:14:00,4621.8,11
2024-08-19 10:15:00,4623.2,8
2024-08-19 10:16:00,4616.6,15
2024-08-19 10:17:00,4621.2,2
2024-08-19 10:18:00,4618.0,12
2024-08-19 10:19:00,4618.8,4
2024-08-19 10:20:00,4616.8,14
2024-08-19 10:21:00,4615.0,7
2024-08-19 10:22:00,4612.0,6
2024-08-19 10:23:00,4607.6,2
2024-08-19 10:24:00,4610.6,6
2024-08-19 10:25:00,4613.6,9
2024-08-19 10:26:00,4613.2,7
2024-08-19 10:27:00,4612.4,4
2024-08-19 10:28:00,4609.4,8
2024-08-19 10:29:00,4606.6,6
2024-08-19 10:30:00,4601.6,14
2024-08-19 10:31:00,4603.4,12
2024-08-19 10:32:00,4603.0,12
2024-08-19 10:33:00,4605.6,12
2024-08-19 10:34:00,4605.0,8
2024-08-19 10:35:00,4605.4,10
